GRE Score,GPA,IELTS Score,Research Paper,University Ranking,University Name,Admit Probability,country,course
153,0.9,1.5,22,55,University of Southern California (USC),0.81,US,CE/CS
126,2.1,0.0,82,85,Berkeley,0.8,US,CE/CS
132,0.5,6.7,79,78,Virginia Tech,0.61,US,CE/CS
31,3.2,8.9,39,50,Syracuse University,0.57,US,CE/CS
28,2.9,4.4,8,11,Clemson University,0.82,US,CE/CS
100,1.0,1.7,8,62,Davis (UC Davis),0.22,US,CE/CS
317,1.8,4.6,20,78,University of Illinois Urbana-Champaign,0.18,US,CE/CS
295,0.4,0.6,85,83,University of Chicago,0.28,US,CE/CS
244,3.4,1.2,42,38,New York University (NYU),0.75,US,CE/CS
323,1.0,3.9,67,45,Harvard University,0.34,US,CE/CS
58,2.1,3.3,64,14,New York University (NYU),0.33,US,CE/CS
134,2.7,4.7,63,78,Emory University,0.77,US,CE/CS
65,2.1,1.7,35,10,University of Connecticut,0.55,US,CE/CS
123,0.3,8.3,37,10,Purdue University,0.95,US,CE/CS
210,0.5,0.0,26,77,Princeton University,0.71,US,CE/CS
150,0.8,4.5,54,14,University of Washington,0.03,US,CE/CS
257,2.9,2.5,97,20,University of Colorado Boulder,0.82,US,CE/CS
278,2.1,4.8,86,68,University of Delaware,0.01,US,CE/CS
308,2.9,1.7,77,87,University of Delaware,0.04,US,CE/CS
189,2.2,8.9,43,9,Duke University,0.0,US,CE/CS
157,1.3,8.1,29,40,Princeton University,0.86,US,CE/CS
191,0.4,1.9,82,60,Irvine (UCI),0.2,US,CE/CS
73,1.0,2.7,84,81,Texas A&M University,0.81,US,CE/CS
60,3.3,2.9,98,31,Massachusetts Institute of Technology (MIT),0.54,US,CE/CS
304,2.3,5.6,86,68,University of New Hampshire,0.63,US,CE/CS
171,3.5,1.2,16,12,University of Delaware,0.14,US,CE/CS
326,0.5,6.1,81,25,Texas A&M University,0.58,US,CE/CS
250,2.0,2.4,62,100,University of California,0.12,US,CE/CS
293,3.2,9.0,45,70,Boston University,0.55,US,CE/CS
299,1.9,3.7,89,35,Columbia University,0.57,US,CE/CS
39,3.7,5.7,70,41,Michigan State University,0.1,US,CE/CS
230,0.4,0.9,46,38,University of Miami,0.91,US,CE/CS
282,1.8,3.5,88,9,University of California,0.64,US,CE/CS
152,3.2,0.9,35,7,University of Wisconsin-Madison,0.97,US,CE/CS
114,1.3,3.8,26,83,Santa Barbara (UCSB),0.84,US,CE/CS
141,0.7,4.8,69,76,Swiss Federal Institute of Technology (ETH Zurich),0.37,US,CE/CS
318,2.8,8.3,88,85,University of Oklahoma,0.52,US,CE/CS
38,0.2,6.9,3,12,Iowa State University,0.32,US,CE/CS
131,1.1,7.1,53,59,Princeton University,0.36,US,CE/CS
84,1.2,6.1,12,43,Riverside,0.13,US,CE/CS
276,0.0,3.7,3,83,Colorado State University,0.24,US,CE/CS
58,2.7,4.9,73,50,University of Virginia,0.75,US,CE/CS
258,3.7,2.9,89,22,University of California,0.72,US,CE/CS
219,1.6,1.2,63,1,University of Virginia,0.12,US,CE/CS
325,3.1,7.0,81,16,Purdue University,0.74,US,CE/CS
224,0.6,6.9,82,94,University of California,0.21,US,CE/CS
66,4.0,6.9,15,61,Swiss Federal Institute of Technology (ETH Zurich),0.83,US,CE/CS
194,2.4,6.2,10,22,University of Michigan - Ann Arbor,0.38,US,CE/CS
240,0.1,0.1,99,69,University of California,0.78,US,CE/CS
38,3.9,7.1,85,95,University of Illinois Urbana-Champaign,0.66,US,CE/CS
170,2.9,7.0,16,29,University of California,0.71,US,CE/CS
202,2.7,8.0,77,23,Case Western Reserve University,0.96,US,CE/CS
0,2.7,5.1,15,70,University of Miami,0.9,US,CE/CS
31,0.5,1.5,56,75,University of Alabama,0.69,US,CE/CS
136,0.9,3.7,3,86,University of California,0.69,US,CE/CS
21,2.0,7.3,54,76,San Francisco (UCSF),0.44,US,CE/CS
155,1.9,0.6,92,60,Michigan State University,0.17,US,CE/CS
63,3.8,0.6,99,23,Riverside,0.67,US,CE/CS
184,3.4,1.6,53,45,Irvine (UCI),0.71,US,CE/CS
110,1.6,7.3,36,46,Stanford University,0.85,US,CE/CS
132,4.0,4.6,23,38,Pennsylvania State University,0.19,US,CE/CS
279,3.5,3.1,30,15,Santa Barbara (UCSB),0.26,US,CE/CS
305,0.8,0.1,78,62,Swiss Federal Institute of Technology (ETH Zurich),0.43,US,CE/CS
83,4.0,2.3,7,62,Berkeley,0.75,US,CE/CS
278,3.0,2.0,32,79,Arizona State University,0.74,US,CE/CS
176,0.2,8.9,4,96,University of Nebraska-Lincoln,0.74,US,CE/CS
48,3.0,3.2,82,68,Washington University in St. Louis,0.5,US,CE/CS
42,2.7,7.2,30,53,San Diego (UCSD),0.56,US,CE/CS
323,0.4,5.5,62,24,College Park,0.49,US,CE/CS
58,0.4,5.8,80,56,University of Notre Dame,0.77,US,CE/CS
307,2.7,2.5,39,77,Berkeley,0.34,US,CE/CS
206,3.4,2.6,62,0,Rice University,0.34,US,CE/CS
3,2.4,4.7,57,80,The State University of New Jersey,0.41,US,CE/CS
326,3.6,5.3,24,49,Johns Hopkins University,0.63,US,CE/CS
35,1.1,0.3,56,85,University of Utah,0.66,US,CE/CS
64,1.0,0.8,80,97,Carnegie Mellon University,0.24,US,CE/CS
86,3.4,8.7,79,86,University of California,0.59,US,CE/CS
257,0.1,8.2,21,62,Vanderbilt University,0.09,US,CE/CS
196,1.0,8.2,22,99,University of South Carolina,0.52,US,CE/CS
332,1.3,1.9,52,22,Texas A&M University,0.98,US,CE/CS
74,0.2,5.5,68,40,Swiss Federal Institute of Technology (ETH Zurich),0.33,US,CE/CS
162,0.6,3.2,60,9,University of Maryland,0.05,US,CE/CS
245,2.6,5.3,33,52,San Diego (UCSD),0.45,US,CE/CS
14,0.3,1.9,48,13,University of Connecticut,0.71,US,CE/CS
152,2.3,0.1,98,92,University of California,0.39,US,CE/CS
322,1.9,4.6,14,68,University of Iowa,0.56,US,CE/CS
307,3.6,8.0,24,13,Georgia Institute of Technology,0.31,US,CE/CS
339,3.2,0.7,63,49,University of North Carolina at Chapel Hill,0.69,US,CE/CS
329,2.7,3.3,49,26,George Washington University,0.42,US,CE/CS
174,0.7,0.1,63,19,University of Arizona,0.57,US,CE/CS
131,3.8,8.8,13,70,Rice University,0.06,US,CE/CS
130,3.9,5.7,8,52,Georgia Institute of Technology,0.11,US,CE/CS
47,2.2,3.8,75,20,Vanderbilt University,0.68,US,CE/CS
95,1.8,6.0,52,20,Johns Hopkins University,0.73,US,CE/CS
21,1.2,8.6,90,55,Syracuse University,0.47,US,CE/CS
305,2.3,7.3,29,97,San Francisco (UCSF),0.39,US,CE/CS
159,3.0,5.8,1,66,University of Virginia,0.27,US,CE/CS
246,4.0,4.8,91,95,San Diego (UCSD),0.83,US,CE/CS
98,0.4,5.8,34,64,Massachusetts Institute of Technology (MIT),0.56,US,CE/CS
104,0.3,3.4,94,13,Riverside,0.62,US,CE/CS
45,3.6,4.8,38,20,Harvard University,1.0,US,CE/CS
152,1.6,6.3,62,70,University of Delaware,0.73,US,CE/CS
138,2.0,1.5,54,0,University of Illinois Urbana-Champaign,0.15,US,CE/CS
106,2.0,7.7,41,99,Michigan State University,0.73,US,CE/CS
15,3.4,3.7,41,0,Auburn University.,0.84,US,CE/CS
315,1.2,5.0,79,43,Rutgers,0.89,US,CE/CS
168,3.7,4.9,92,25,University of Arizona,0.96,US,CE/CS
146,1.7,7.9,80,7,University of North Carolina at Chapel Hill,0.99,US,CE/CS
133,2.3,6.7,71,48,University of Kansas,0.75,US,CE/CS
79,2.5,3.7,23,94,Vanderbilt University,0.68,US,CE/CS
239,1.8,0.8,35,6,Michigan State University,0.89,US,CE/CS
339,3.9,1.0,28,57,University of California,0.36,US,CE/CS
12,1.6,1.9,32,53,Georgia Institute of Technology,0.69,US,CE/CS
329,1.7,8.7,31,65,Davis (UC Davis),0.61,US,CE/CS
30,3.3,4.6,11,66,Virginia Tech,0.61,US,CE/CS
10,2.9,5.0,26,98,Columbia University,0.21,US,CE/CS
207,1.3,3.9,86,70,San Francisco (UCSF),1.0,US,CE/CS
83,0.1,3.2,22,70,University of California,0.59,US,CE/CS
336,2.8,8.2,62,62,University of South Carolina,0.23,US,CE/CS
314,0.3,5.5,70,27,Brown University,0.86,US,CE/CS
217,0.4,3.1,51,79,Rice University,0.15,US,CE/CS
210,2.4,6.4,99,75,Auburn University.,0.63,US,CE/CS
339,3.3,3.7,58,35,University of Virginia,0.61,US,CE/CS
121,0.8,3.6,2,53,Duke University,0.31,US,CE/CS
203,1.2,2.6,81,20,Vanderbilt University,0.72,US,CE/CS
118,3.7,8.0,41,28,Boston University,0.33,US,CE/CS
107,0.6,1.7,49,9,University of Kansas,0.99,US,CE/CS
176,1.6,4.0,16,74,University of Maryland,0.43,US,CE/CS
56,0.2,0.5,76,96,University of Virginia,0.02,US,CE/CS
211,0.3,3.4,22,48,Davis (UC Davis),0.77,US,CE/CS
13,1.5,4.8,6,80,Davis (UC Davis),0.24,US,CE/CS
339,2.8,5.4,77,85,Berkeley,0.04,US,CE/CS
287,1.3,5.7,24,31,University of Michigan - Ann Arbor,0.79,US,CE/CS
157,2.2,7.6,60,63,San Diego (UCSD),0.73,US,CE/CS
85,1.6,8.9,26,85,Riverside,0.94,US,CE/CS
216,2.0,3.8,47,63,University of Colorado Boulder,0.77,US,CE/CS
30,3.4,5.9,54,98,Johns Hopkins University,0.93,US,CE/CS
148,1.5,0.9,55,23,Duke University,0.14,US,CE/CS
266,2.7,2.6,47,37,University of Kansas,0.96,US,CE/CS
98,2.2,8.6,24,78,University of Oregon,0.29,US,CE/CS
263,0.7,2.7,55,47,Johns Hopkins University,0.03,US,CE/CS
311,2.9,8.6,96,44,University of Florida,0.89,US,CE/CS
270,0.5,2.6,35,39,Auburn University.,0.36,US,CE/CS
231,3.2,6.5,59,0,University of Illinois Urbana-Champaign,0.31,US,CE/CS
8,2.6,7.3,26,86,Boston University,0.29,US,CE/CS
134,2.0,2.0,61,82,California Institute of Technology (Caltech),0.16,US,CE/CS
53,0.9,7.8,40,90,Irvine (UCI),0.58,US,CE/CS
248,1.0,5.5,71,43,University of Florida,0.36,US,CE/CS
337,3.5,1.2,61,95,Purdue University,0.6,US,CE/CS
180,2.7,6.4,33,96,University of Alabama,0.99,US,CE/CS
331,3.9,2.1,31,28,Purdue University,0.11,US,CE/CS
193,1.6,4.1,4,61,University of Wisconsin-Madison,0.04,US,CE/CS
130,1.1,9.0,38,93,Auburn University.,0.38,US,CE/CS
274,3.8,6.2,72,42,Swiss Federal Institute of Technology (ETH Zurich),0.29,US,CE/CS
312,2.7,5.4,94,98,Pennsylvania State University,0.2,US,CE/CS
313,2.5,7.7,65,52,University of Pennsylvania,0.61,US,CE/CS
271,0.9,3.6,29,3,University of Miami,0.49,US,CE/CS
100,1.3,4.4,7,89,University of Chicago,0.18,US,CE/CS
228,1.7,6.6,90,18,Irvine (UCI),0.28,US,CE/CS
118,1.9,1.5,3,77,University of North Carolina at Chapel Hill,0.29,US,CE/CS
280,0.2,1.6,43,10,Colorado State University,0.33,US,CE/CS
166,2.1,5.2,88,25,University of Oklahoma,0.85,US,CE/CS
166,2.1,7.9,59,37,Columbia University,0.63,US,CE/CS
235,1.8,3.8,84,96,George Washington University,0.48,US,CE/CS
295,2.2,5.7,60,92,University of California,0.45,US,CE/CS
158,1.0,1.6,12,16,Davis (UC Davis),0.26,US,CE/CS
6,2.2,2.7,63,57,Syracuse University,0.86,US,CE/CS
73,1.7,7.5,83,85,University of California,0.99,US,CE/CS
108,0.6,7.1,94,9,Vanderbilt University,0.83,US,CE/CS
115,1.0,4.8,43,99,Clemson University,0.52,US,CE/CS
242,2.0,3.2,35,54,Syracuse University,0.31,US,CE/CS
98,1.3,6.8,82,78,University of California,0.53,US,CE/CS
181,3.3,7.4,58,15,Washington University in St. Louis,0.31,US,CE/CS
296,3.3,5.2,47,31,University of Wisconsin-Madison,0.87,US,CE/CS
1,2.3,2.2,37,65,Swiss Federal Institute of Technology (ETH Zurich),0.71,US,CE/CS
117,1.5,3.8,76,64,Riverside,0.38,US,CE/CS
82,1.8,4.0,91,8,George Washington University,0.84,US,CE/CS
101,0.0,4.0,93,64,University of Florida,0.83,US,CE/CS
186,0.5,3.0,65,65,Berkeley,0.02,US,CE/CS
254,0.2,2.7,18,88,Irvine (UCI),0.94,US,CE/CS
301,0.9,7.3,4,66,University of Pennsylvania,0.5,US,CE/CS
232,1.5,2.3,64,24,University of Iowa,0.3,US,CE/CS
142,2.3,8.2,79,11,Florida State University,0.25,US,CE/CS
45,1.6,4.9,20,48,McMaster University,0.28,CANADA,CE/CS
326,0.4,8.3,71,66,University of Western Ontario,0.97,CANADA,CE/CS
25,3.6,5.4,50,68,Thompson Rivers University,0.37,CANADA,CE/CS
311,2.4,1.7,17,2,University of New Brunswick,0.4,CANADA,CE/CS
243,2.9,2.5,66,99,University of Calgary,0.4,CANADA,CE/CS
140,3.6,6.8,6,32,University of Regina,0.36,CANADA,CE/CS
181,2.8,0.2,97,52,University of Moncton.,0.77,CANADA,CE/CS
327,1.4,1.2,67,31,Bishop's University,0.25,CANADA,CE/CS
187,1.4,0.1,63,71,University of Ontario Institute of Technology,0.32,CANADA,CE/CS
229,0.5,6.2,22,34,University of Saskatchewan,0.52,CANADA,CE/CS
50,0.6,0.8,77,70,Trent University,0.46,CANADA,CE/CS
158,1.5,8.9,50,63,University of Manitoba,0.67,CANADA,CE/CS
267,3.2,2.1,17,23,University of Alberta,0.43,CANADA,CE/CS
110,3.0,7.3,39,83,Dalhousie University,0.23,CANADA,CE/CS
183,3.0,1.7,92,28,University of Fraser Valley,0.69,CANADA,CE/CS
311,0.7,5.5,97,32,University of Victoria,0.02,CANADA,CE/CS
224,1.8,8.2,40,84,Queen's University,0.86,CANADA,CE/CS
272,0.0,6.6,97,5,University of Western Ontario,0.05,CANADA,CE/CS
159,0.8,2.7,38,7,University of Manitoba,0.8,CANADA,CE/CS
139,2.4,0.8,58,42,Simon Fraser University,0.42,CANADA,CE/CS
122,1.5,8.2,67,28,Thompson Rivers University,0.47,CANADA,CE/CS
92,0.1,0.4,56,50,Simon Fraser University,0.29,CANADA,CE/CS
21,2.2,4.7,78,33,University of Waterloo,0.19,CANADA,CE/CS
47,2.2,4.1,91,94,University of Lethbridge,0.95,CANADA,CE/CS
93,1.6,4.9,73,18,University of Fraser Valley,0.87,CANADA,CE/CS
265,1.1,0.0,90,81,University of Guelph,0.25,CANADA,CE/CS
253,2.4,8.0,81,53,University of King's College,0.06,CANADA,CE/CS
125,3.3,8.3,11,91,McMaster University,0.5,CANADA,CE/CS
37,3.9,4.5,19,0,Mount Royal University,0.89,CANADA,CE/CS
291,2.6,5.7,20,82,Wilfrid Laurier University,0.34,CANADA,CE/CS
254,1.9,6.5,58,54,University of Prince Edward Island,0.71,CANADA,CE/CS
50,0.9,3.1,76,74,University of Ontario Institute of Technology,0.58,CANADA,CE/CS
203,3.1,8.0,81,49,Mount Allison University,0.58,CANADA,CE/CS
244,1.8,8.7,36,34,Royal Roads University,0.22,CANADA,CE/CS
178,3.5,7.7,27,68,McGill University,0.23,CANADA,CE/CS
263,1.4,4.5,97,44,Bishop's University,0.16,CANADA,CE/CS
185,3.9,8.4,9,41,University of New Brunswick,0.59,CANADA,CE/CS
51,0.6,5.6,90,89,University of Fraser Valley,0.45,CANADA,CE/CS
15,0.5,3.6,42,38,University of Winnipeg,0.16,CANADA,CE/CS
188,2.8,8.4,94,20,University of King's College,0.73,CANADA,CE/CS
68,3.9,9.0,19,38,University of Ontario Institute of Technology,0.95,CANADA,CE/CS
89,3.3,8.6,12,14,University of Sherbrooke,0.86,CANADA,CE/CS
62,1.4,6.8,45,17,University of Windsor,0.84,CANADA,CE/CS
229,2.9,8.4,14,66,University of Winnipeg,0.6,CANADA,CE/CS
71,1.4,6.7,49,78,Saint Mary's University,0.06,CANADA,CE/CS
288,3.6,6.9,58,18,University of Prince Edward Island,0.37,CANADA,CE/CS
32,2.3,5.8,49,91,Laval University,0.45,CANADA,CE/CS
79,2.4,8.3,17,15,University of Winnipeg,0.43,CANADA,CE/CS
138,0.2,1.6,52,91,Saint Mary's University,0.29,CANADA,CE/CS
223,0.2,7.1,90,52,University of Toronto,0.09,CANADA,CE/CS
4,0.3,1.0,64,53,University of Fraser Valley,0.32,CANADA,CE/CS
134,3.5,1.2,19,61,Athabasca University,0.24,CANADA,CE/CS
282,0.7,4.2,70,27,University of Manitoba,0.86,CANADA,CE/CS
159,2.5,7.5,60,56,University of Moncton.,0.85,CANADA,CE/CS
59,3.1,5.8,77,36,University of Prince Edward Island,0.35,CANADA,CE/CS
232,0.4,4.4,76,94,University of Guelph,0.1,CANADA,CE/CS
142,2.1,6.0,71,38,University of Alberta,0.03,CANADA,CE/CS
168,3.9,2.9,79,1,University of Waterloo,0.94,CANADA,CE/CS
199,4.0,0.4,49,13,University of Manitoba,0.21,CANADA,CE/CS
179,2.4,1.2,62,40,University of Ontario Institute of Technology,0.06,CANADA,CE/CS
48,3.5,5.0,88,92,McGill University,0.3,CANADA,CE/CS
279,3.9,8.9,7,18,University of Montreal,0.96,CANADA,CE/CS
174,2.4,7.6,60,47,McGill University,0.87,CANADA,CE/CS
250,1.6,0.3,25,83,Nipissing University,0.22,CANADA,CE/CS
220,2.4,8.1,32,19,University of Toronto,0.87,CANADA,CE/CS
329,3.1,1.6,85,62,University of Lethbridge,0.66,CANADA,CE/CS
323,3.7,5.9,59,37,University of New Brunswick,0.4,CANADA,CE/CS
102,1.1,6.3,42,63,Laval University,0.51,CANADA,CE/CS
249,2.0,1.3,35,79,Laval University,0.48,CANADA,CE/CS
217,2.3,3.6,74,1,University of Alberta,0.93,CANADA,CE/CS
235,1.0,7.4,14,21,University of King's College,0.87,CANADA,CE/CS
51,3.0,6.9,84,22,Mount Allison University,0.73,CANADA,CE/CS
190,0.9,2.4,6,61,Royal Roads University,0.8,CANADA,CE/CS
286,2.7,6.3,49,76,University of Saskatchewan,0.5,CANADA,CE/CS
77,3.2,2.7,49,95,University of Western Ontario,0.68,CANADA,CE/CS
238,0.2,8.7,5,16,University of Montreal,0.57,CANADA,CE/CS
252,1.9,0.6,42,7,University of Alberta,0.49,CANADA,CE/CS
37,0.3,0.9,36,96,University of Moncton.,0.43,CANADA,CE/CS
3,2.7,7.9,14,81,University of King's College,0.21,CANADA,CE/CS
2,3.6,0.4,100,24,University of Calgary,0.51,CANADA,CE/CS
269,1.8,7.2,78,46,Mount Royal University,0.67,CANADA,CE/CS
203,2.7,8.8,55,45,Laval University,0.07,CANADA,CE/CS
216,0.4,1.2,24,28,Carleton University,0.66,CANADA,CE/CS
272,0.3,0.9,87,76,Mount Royal University,0.52,CANADA,CE/CS
78,2.4,4.7,80,2,University of Alberta,0.98,CANADA,CE/CS
325,3.6,5.6,85,67,Saint Mary's University,0.95,CANADA,CE/CS
262,0.9,6.8,58,99,McMaster University,0.54,CANADA,CE/CS
256,0.3,3.3,18,2,University of Winnipeg,0.34,CANADA,CE/CS
201,2.3,0.3,25,35,University of Lethbridge,0.85,CANADA,CE/CS
116,0.4,7.7,19,72,York University,0.0,CANADA,CE/CS
175,3.6,2.2,90,45,University of Victoria,0.53,CANADA,CE/CS
23,3.4,1.4,51,82,University of Montreal,0.87,CANADA,CE/CS
131,0.3,0.8,94,2,University of Fraser Valley,0.61,CANADA,CE/CS
81,0.9,4.6,72,0,Brock University,0.28,CANADA,CE/CS
139,0.5,4.7,65,44,University of Ontario Institute of Technology,0.95,CANADA,CE/CS
40,0.8,9.0,16,64,Dalhousie University,0.51,CANADA,CE/CS
228,2.9,0.0,10,5,Mount Allison University,0.73,CANADA,CE/CS
242,0.3,5.6,56,19,University of Toronto,0.3,CANADA,CE/CS
26,2.8,4.3,66,22,University of Sherbrooke,0.48,CANADA,CE/CS
61,1.2,1.4,53,19,Laurentian University,0.95,CANADA,CE/CS
190,3.1,0.6,75,88,Laval University,0.58,CANADA,CE/CS
311,0.6,2.6,57,59,University of Prince Edward Island,0.66,CANADA,CE/CS
86,1.0,8.7,19,25,University of New Brunswick,0.3,CANADA,CE/CS
191,1.7,1.9,66,56,Brock University,0.4,CANADA,CE/CS
132,0.5,6.3,80,3,University of Regina,0.38,CANADA,CE/CS
86,2.9,6.5,62,87,University of Lethbridge,0.11,CANADA,CE/CS
239,3.3,3.4,84,6,Laval University,0.36,CANADA,CE/CS
198,3.6,1.8,29,79,University of New Brunswick,0.05,CANADA,CE/CS
198,3.5,0.3,31,40,University of Winnipeg,0.28,CANADA,CE/CS
336,0.8,6.5,72,29,University of Ottawa,0.32,CANADA,CE/CS
134,2.0,5.8,71,81,University of Western Ontario,0.31,CANADA,CE/CS
57,1.7,4.7,17,74,Mount Royal University,0.58,CANADA,CE/CS
144,0.5,8.8,41,13,Carleton University,0.24,CANADA,CE/CS
237,3.5,5.5,70,49,University of Western Ontario,0.34,CANADA,CE/CS
20,1.6,8.8,99,59,University of Toronto,0.72,CANADA,CE/CS
337,3.6,6.1,43,57,Mount Allison University,0.95,CANADA,CE/CS
299,1.5,5.6,53,92,Wilfrid Laurier University,0.08,CANADA,CE/CS
100,3.8,5.1,5,59,University of Toronto,0.59,CANADA,CE/CS
199,0.1,3.9,24,49,Trent University,0.92,CANADA,CE/CS
145,3.4,2.0,56,52,University of Lethbridge,0.65,CANADA,CE/CS
209,1.3,5.6,73,19,University of Regina,0.64,CANADA,CE/CS
3,3.2,1.4,65,38,University of Sherbrooke,0.16,CANADA,CE/CS
230,3.1,7.0,82,18,Thompson Rivers University,0.29,CANADA,CE/CS
128,1.0,8.5,43,41,University of Alberta,0.76,CANADA,CE/CS
85,1.2,0.8,32,6,University of Alberta,0.65,CANADA,CE/CS
238,3.9,8.0,53,79,Royal Roads University,0.82,CANADA,CE/CS
59,1.6,8.9,56,72,Trent University,0.3,CANADA,CE/CS
231,1.9,1.6,94,4,Nipissing University,0.24,CANADA,CE/CS
302,1.8,5.7,90,23,University of Moncton.,0.78,CANADA,CE/CS
58,4.0,2.1,84,99,McGill University,0.47,CANADA,CE/CS
253,0.9,0.8,32,45,University of New Brunswick,0.81,CANADA,CE/CS
238,0.8,3.7,19,64,University of Winnipeg,0.19,CANADA,CE/CS
119,1.0,5.9,48,82,Queen's University,0.9,CANADA,CE/CS
331,1.8,5.9,15,28,Ryerson University,0.28,CANADA,CE/CS
323,1.2,7.9,77,62,Dalhousie University,0.75,CANADA,CE/CS
208,0.3,5.7,98,95,Ryerson University,0.88,CANADA,CE/CS
183,0.7,8.2,5,72,Saint Mary's University,0.4,CANADA,CE/CS
262,0.4,0.7,77,12,McGill University,0.77,CANADA,CE/CS
232,1.8,1.4,18,57,University of Windsor,0.72,CANADA,CE/CS
52,2.5,1.9,12,93,University of Victoria,0.7,CANADA,CE/CS
184,0.1,0.5,58,19,University of Toronto,0.07,CANADA,CE/CS
36,2.6,7.5,86,72,Thompson Rivers University,0.02,CANADA,CE/CS
159,3.7,6.9,55,55,McMaster University,0.45,CANADA,CE/CS
116,3.1,8.0,89,9,Trent University,0.28,CANADA,CE/CS
197,1.6,4.5,73,84,University of Saskatchewan,0.2,CANADA,CE/CS
254,3.8,4.1,21,12,Nipissing University,0.6,CANADA,CE/CS
167,1.3,1.9,53,81,University of Regina,0.09,CANADA,CE/CS
255,3.5,2.0,22,53,Wilfrid Laurier University,0.9,CANADA,CE/CS
170,3.6,3.6,31,57,Carleton University,0.47,CANADA,CE/CS
38,0.5,3.6,48,68,Royal Roads University,0.61,CANADA,CE/CS
124,1.3,4.0,45,36,University of Sherbrooke,0.68,CANADA,CE/CS
278,0.8,6.9,2,70,Brock University,0.54,CANADA,CE/CS
255,1.9,2.3,82,72,Cape Breton University,0.76,CANADA,CE/CS
285,0.7,6.9,56,89,University of Regina,0.04,CANADA,CE/CS
239,3.8,2.2,70,87,Laval University,0.82,CANADA,CE/CS
3,2.9,4.7,60,92,University of Saskatchewan,0.35,CANADA,CE/CS
275,2.3,5.6,4,46,York University,0.4,CANADA,CE/CS
177,0.7,7.8,47,88,Ryerson University,0.77,CANADA,CE/CS
243,2.2,8.2,10,76,University of Western Ontario,0.5,CANADA,CE/CS
206,2.7,2.8,69,3,University of Montreal,0.64,CANADA,CE/CS
321,2.1,0.4,46,94,York University,0.42,CANADA,CE/CS
310,3.4,1.7,51,91,University of Manitoba,0.71,CANADA,CE/CS
255,3.9,4.4,31,2,University of Toronto,0.97,CANADA,CE/CS
253,1.5,3.4,11,37,University of Prince Edward Island,0.24,CANADA,CE/CS
241,2.5,6.2,47,25,Mount Royal University,0.06,CANADA,CE/CS
273,0.3,4.6,70,57,University of Victoria,0.7,CANADA,CE/CS
302,0.2,0.9,43,25,Nipissing University,0.58,CANADA,CE/CS
48,3.0,8.5,62,44,Wilfrid Laurier University,0.68,CANADA,CE/CS
103,0.6,4.0,5,43,University of Prince Edward Island,0.97,CANADA,CE/CS
180,1.3,0.1,21,58,University of Toronto,0.76,CANADA,CE/CS
160,1.6,7.7,25,13,Wilfrid Laurier University,0.26,CANADA,CE/CS
281,3.3,7.5,82,97,University of Montreal,0.57,CANADA,CE/CS
0,0.7,7.7,69,13,University of Lethbridge,0.96,CANADA,CE/CS
182,0.8,8.0,12,73,Mount Royal University,0.85,CANADA,CE/CS
93,2.1,7.3,70,94,University of Calgary,0.15,CANADA,CE/CS
311,3.3,0.8,71,80,University of Moncton.,0.31,CANADA,CE/CS
87,3.6,1.4,18,35,Nipissing University,0.66,CANADA,CE/CS
14,1.7,0.8,3,40,University of Guelph,0.3,CANADA,CE/CS
114,3.5,9.0,66,42,Bishop's University,0.56,CANADA,CE/CS
277,2.5,3.2,73,87,University of Manitoba,0.11,CANADA,CE/CS
253,3.0,5.0,99,98,University of Northern British Columbia,0.88,CANADA,CE/CS
162,0.3,2.6,4,9,Saint Mary's University,0.29,CANADA,CE/CS
295,0.6,3.2,8,62,Queen's University,0.64,CANADA,CE/CS
143,0.8,5.3,95,48,Thompson Rivers University,0.24,CANADA,CE/CS
276,1.2,8.3,69,6,Trent University,0.92,CANADA,CE/CS
214,0.2,6.5,26,51,University of Moncton.,0.11,CANADA,CE/CS
297,3.6,5.8,37,23,Mount Allison University,0.32,CANADA,CE/CS
241,1.8,1.8,36,77,University of Northern British Columbia,0.27,CANADA,CE/CS
177,0.7,0.1,41,18,Mount Royal University,0.55,CANADA,CE/CS
199,3.2,8.5,1,59,Laurentian University,0.81,CANADA,CE/CS
263,0.1,8.5,38,7,Athabasca University,0.2,CANADA,CE/CS
179,2.8,0.5,41,42,University of Prince Edward Island,0.7,CANADA,CE/CS
207,3.5,2.0,64,59,Cape Breton University,0.52,CANADA,CE/CS
233,1.0,6.7,63,92,York University,0.82,CANADA,CE/CS
198,1.0,7.6,92,71,Royal Roads University,0.46,CANADA,CE/CS
276,3.3,1.5,83,79,McGill University,0.55,CANADA,CE/CS
300,3.8,8.5,15,73,Thompson Rivers University,0.79,CANADA,CE/CS
51,2.5,8.2,62,88,University of Western Ontario,0.52,CANADA,CE/CS
112,3.4,7.0,14,56,Mount Royal University,0.31,CANADA,CE/CS
102,1.6,0.4,72,22,University of Ottawa,0.63,CANADA,CE/CS
123,0.8,7.8,25,65,University of Lethbridge,0.82,CANADA,CE/CS
165,1.7,3.2,9,80,University of King's College,0.38,CANADA,CE/CS
187,1.3,0.9,24,78,Carleton University,0.85,CANADA,CE/CS
235,2.9,8.6,100,74,University of Alberta,0.59,CANADA,CE/CS
326,0.3,7.1,30,97,University of Northern British Columbia,0.49,CANADA,CE/CS
249,1.2,0.3,85,34,Wilfrid Laurier University,0.58,CANADA,CE/CS
114,1.7,5.1,1,16,Athabasca University,0.57,CANADA,CE/CS
