,GRE Score,GPA,IELTS Score,Research Paper,University Ranking,University Name,Admit Probability,country,course
771,9,4.0,0.9,65,66,New York University (NYU),0.62,US,CE/CS
772,117,1.6,0.8,99,95,University of California,0.84,US,CE/CS
773,59,2.3,7.0,99,76,University of South Carolina,0.12,US,CE/CS
774,196,3.1,2.1,55,99,Syracuse University,0.82,US,CE/CS
775,208,1.9,3.6,83,100,Massachusetts Institute of Technology (MIT),0.01,US,CE/CS
776,242,1.2,4.5,53,82,The State University of New Jersey,0.17,US,CE/CS
777,34,3.5,2.5,73,46,University of California,0.09,US,CE/CS
778,191,2.7,7.2,60,57,University of Oklahoma,0.65,US,CE/CS
779,335,0.5,2.4,5,52,Auburn University.,0.67,US,CE/CS
780,295,2.1,3.3,78,78,University of Chicago,0.21,US,CE/CS
781,237,1.0,5.3,2,88,University of California,0.98,US,CE/CS
782,296,3.6,1.9,72,93,University of Cincinnati,0.89,US,CE/CS
783,14,3.9,5.4,88,67,Purdue University,0.31,US,CE/CS
784,254,3.8,6.0,26,70,Riverside,0.93,US,CE/CS
785,174,0.7,2.8,19,80,University of Minnesota - Twin Cities,0.2,US,CE/CS
786,213,2.6,8.1,13,16,Rutgers,0.39,US,CE/CS
787,260,3.5,7.2,37,21,University of Delaware,0.82,US,CE/CS
788,188,2.4,4.1,57,1,Los Angeles (UCLA),0.21,US,CE/CS
789,135,3.7,7.0,3,11,Riverside,0.61,US,CE/CS
790,299,3.7,3.9,23,57,Michigan State University,0.09,US,CE/CS
791,266,1.4,2.3,30,46,University of Nebraska-Lincoln,0.59,US,CE/CS
792,253,3.2,0.4,79,15,Rutgers,0.14,US,CE/CS
793,219,3.5,1.0,89,16,University of North Carolina at Chapel Hill,0.63,US,CE/CS
794,159,0.7,2.8,90,23,Georgia Institute of Technology,0.07,US,CE/CS
795,253,2.7,8.8,24,22,University of Pittsburgh,0.77,US,CE/CS
796,324,2.1,4.3,13,65,University of Oklahoma,0.63,US,CE/CS
797,167,3.3,6.2,10,16,University of California,0.05,US,CE/CS
798,149,1.3,5.4,47,6,University of Rochester,0.44,US,CE/CS
799,253,0.0,1.2,60,99,University of Pittsburgh,0.1,US,CE/CS
800,113,2.9,4.1,8,26,University of Southern California (USC),0.59,US,CE/CS
801,244,2.4,1.1,40,42,University of Colorado Boulder,0.36,US,CE/CS
802,302,2.0,0.1,54,65,University of Maryland,0.74,US,CE/CS
803,160,2.6,4.7,60,96,Harvard University,0.2,US,CE/CS
804,153,0.5,2.7,47,19,Stanford University,0.28,US,CE/CS
805,2,0.2,1.4,60,8,University of California,0.17,US,CE/CS
806,206,1.8,5.9,71,81,University of Delaware,0.21,US,CE/CS
807,58,3.7,6.5,45,39,University of California,0.29,US,CE/CS
808,288,2.3,8.9,1,7,University of Cincinnati,0.3,US,CE/CS
809,249,1.8,4.7,34,85,University of Oregon,0.92,US,CE/CS
810,91,0.7,5.0,48,33,San Diego (UCSD),0.81,US,CE/CS
811,146,3.2,7.6,58,1,University of Chicago,0.4,US,CE/CS
812,167,3.7,3.2,39,10,University of North Carolina at Chapel Hill,0.87,US,CE/CS
813,169,2.8,4.7,28,25,University of New Hampshire,0.2,US,CE/CS
814,199,0.4,1.0,83,28,University of Florida,0.18,US,CE/CS
815,275,3.9,1.3,67,33,Michigan State University,0.48,US,CE/CS
816,153,0.9,1.5,22,55,University of Southern California (USC),0.81,US,CE/CS
817,126,2.1,0.0,82,85,Berkeley,0.8,US,CE/CS
818,132,0.5,6.7,79,78,Virginia Tech,0.61,US,CE/CS
819,31,3.2,8.9,39,50,Syracuse University,0.57,US,CE/CS
820,28,2.9,4.4,8,11,Clemson University,0.82,US,CE/CS
821,100,1.0,1.7,8,62,Davis (UC Davis),0.22,US,CE/CS
822,317,1.8,4.6,20,78,University of Illinois Urbana-Champaign,0.18,US,CE/CS
823,295,0.4,0.6,85,83,University of Chicago,0.28,US,CE/CS
824,244,3.4,1.2,42,38,New York University (NYU),0.75,US,CE/CS
825,323,1.0,3.9,67,45,Harvard University,0.34,US,CE/CS
826,58,2.1,3.3,64,14,New York University (NYU),0.33,US,CE/CS
827,134,2.7,4.7,63,78,Emory University,0.77,US,CE/CS
828,65,2.1,1.7,35,10,University of Connecticut,0.55,US,CE/CS
829,123,0.3,8.3,37,10,Purdue University,0.95,US,CE/CS
830,210,0.5,0.0,26,77,Princeton University,0.71,US,CE/CS
831,150,0.8,4.5,54,14,University of Washington,0.03,US,CE/CS
832,257,2.9,2.5,97,20,University of Colorado Boulder,0.82,US,CE/CS
833,278,2.1,4.8,86,68,University of Delaware,0.01,US,CE/CS
834,308,2.9,1.7,77,87,University of Delaware,0.04,US,CE/CS
835,189,2.2,8.9,43,9,Duke University,0.0,US,CE/CS
836,157,1.3,8.1,29,40,Princeton University,0.86,US,CE/CS
837,191,0.4,1.9,82,60,Irvine (UCI),0.2,US,CE/CS
838,73,1.0,2.7,84,81,Texas A&M University,0.81,US,CE/CS
839,60,3.3,2.9,98,31,Massachusetts Institute of Technology (MIT),0.54,US,CE/CS
840,304,2.3,5.6,86,68,University of New Hampshire,0.63,US,CE/CS
841,171,3.5,1.2,16,12,University of Delaware,0.14,US,CE/CS
842,326,0.5,6.1,81,25,Texas A&M University,0.58,US,CE/CS
843,250,2.0,2.4,62,100,University of California,0.12,US,CE/CS
844,293,3.2,9.0,45,70,Boston University,0.55,US,CE/CS
845,299,1.9,3.7,89,35,Columbia University,0.57,US,CE/CS
846,39,3.7,5.7,70,41,Michigan State University,0.1,US,CE/CS
847,230,0.4,0.9,46,38,University of Miami,0.91,US,CE/CS
848,282,1.8,3.5,88,9,University of California,0.64,US,CE/CS
849,152,3.2,0.9,35,7,University of Wisconsin-Madison,0.97,US,CE/CS
850,114,1.3,3.8,26,83,Santa Barbara (UCSB),0.84,US,CE/CS
851,141,0.7,4.8,69,76,Swiss Federal Institute of Technology (ETH Zurich),0.37,US,CE/CS
852,318,2.8,8.3,88,85,University of Oklahoma,0.52,US,CE/CS
853,38,0.2,6.9,3,12,Iowa State University,0.32,US,CE/CS
854,131,1.1,7.1,53,59,Princeton University,0.36,US,CE/CS
855,84,1.2,6.1,12,43,Riverside,0.13,US,CE/CS
856,276,0.0,3.7,3,83,Colorado State University,0.24,US,CE/CS
857,58,2.7,4.9,73,50,University of Virginia,0.75,US,CE/CS
858,258,3.7,2.9,89,22,University of California,0.72,US,CE/CS
859,219,1.6,1.2,63,1,University of Virginia,0.12,US,CE/CS
860,325,3.1,7.0,81,16,Purdue University,0.74,US,CE/CS
861,224,0.6,6.9,82,94,University of California,0.21,US,CE/CS
862,66,4.0,6.9,15,61,Swiss Federal Institute of Technology (ETH Zurich),0.83,US,CE/CS
863,194,2.4,6.2,10,22,University of Michigan - Ann Arbor,0.38,US,CE/CS
864,240,0.1,0.1,99,69,University of California,0.78,US,CE/CS
865,38,3.9,7.1,85,95,University of Illinois Urbana-Champaign,0.66,US,CE/CS
866,170,2.9,7.0,16,29,University of California,0.71,US,CE/CS
867,202,2.7,8.0,77,23,Case Western Reserve University,0.96,US,CE/CS
868,0,2.7,5.1,15,70,University of Miami,0.9,US,CE/CS
869,31,0.5,1.5,56,75,University of Alabama,0.69,US,CE/CS
870,136,0.9,3.7,3,86,University of California,0.69,US,CE/CS
871,21,2.0,7.3,54,76,San Francisco (UCSF),0.44,US,CE/CS
872,155,1.9,0.6,92,60,Michigan State University,0.17,US,CE/CS
873,63,3.8,0.6,99,23,Riverside,0.67,US,CE/CS
874,184,3.4,1.6,53,45,Irvine (UCI),0.71,US,CE/CS
875,110,1.6,7.3,36,46,Stanford University,0.85,US,CE/CS
876,132,4.0,4.6,23,38,Pennsylvania State University,0.19,US,CE/CS
877,279,3.5,3.1,30,15,Santa Barbara (UCSB),0.26,US,CE/CS
878,305,0.8,0.1,78,62,Swiss Federal Institute of Technology (ETH Zurich),0.43,US,CE/CS
879,83,4.0,2.3,7,62,Berkeley,0.75,US,CE/CS
880,278,3.0,2.0,32,79,Arizona State University,0.74,US,CE/CS
881,176,0.2,8.9,4,96,University of Nebraska-Lincoln,0.74,US,CE/CS
882,48,3.0,3.2,82,68,Washington University in St. Louis,0.5,US,CE/CS
883,42,2.7,7.2,30,53,San Diego (UCSD),0.56,US,CE/CS
884,323,0.4,5.5,62,24,College Park,0.49,US,CE/CS
885,58,0.4,5.8,80,56,University of Notre Dame,0.77,US,CE/CS
886,307,2.7,2.5,39,77,Berkeley,0.34,US,CE/CS
887,206,3.4,2.6,62,0,Rice University,0.34,US,CE/CS
888,3,2.4,4.7,57,80,The State University of New Jersey,0.41,US,CE/CS
889,326,3.6,5.3,24,49,Johns Hopkins University,0.63,US,CE/CS
890,35,1.1,0.3,56,85,University of Utah,0.66,US,CE/CS
891,64,1.0,0.8,80,97,Carnegie Mellon University,0.24,US,CE/CS
892,86,3.4,8.7,79,86,University of California,0.59,US,CE/CS
893,257,0.1,8.2,21,62,Vanderbilt University,0.09,US,CE/CS
894,196,1.0,8.2,22,99,University of South Carolina,0.52,US,CE/CS
895,332,1.3,1.9,52,22,Texas A&M University,0.98,US,CE/CS
896,74,0.2,5.5,68,40,Swiss Federal Institute of Technology (ETH Zurich),0.33,US,CE/CS
897,162,0.6,3.2,60,9,University of Maryland,0.05,US,CE/CS
898,245,2.6,5.3,33,52,San Diego (UCSD),0.45,US,CE/CS
899,14,0.3,1.9,48,13,University of Connecticut,0.71,US,CE/CS
900,152,2.3,0.1,98,92,University of California,0.39,US,CE/CS
901,322,1.9,4.6,14,68,University of Iowa,0.56,US,CE/CS
902,307,3.6,8.0,24,13,Georgia Institute of Technology,0.31,US,CE/CS
903,339,3.2,0.7,63,49,University of North Carolina at Chapel Hill,0.69,US,CE/CS
904,329,2.7,3.3,49,26,George Washington University,0.42,US,CE/CS
905,174,0.7,0.1,63,19,University of Arizona,0.57,US,CE/CS
906,131,3.8,8.8,13,70,Rice University,0.06,US,CE/CS
907,130,3.9,5.7,8,52,Georgia Institute of Technology,0.11,US,CE/CS
908,47,2.2,3.8,75,20,Vanderbilt University,0.68,US,CE/CS
909,95,1.8,6.0,52,20,Johns Hopkins University,0.73,US,CE/CS
910,21,1.2,8.6,90,55,Syracuse University,0.47,US,CE/CS
911,305,2.3,7.3,29,97,San Francisco (UCSF),0.39,US,CE/CS
912,159,3.0,5.8,1,66,University of Virginia,0.27,US,CE/CS
913,246,4.0,4.8,91,95,San Diego (UCSD),0.83,US,CE/CS
914,98,0.4,5.8,34,64,Massachusetts Institute of Technology (MIT),0.56,US,CE/CS
915,104,0.3,3.4,94,13,Riverside,0.62,US,CE/CS
916,45,3.6,4.8,38,20,Harvard University,1.0,US,CE/CS
917,152,1.6,6.3,62,70,University of Delaware,0.73,US,CE/CS
918,138,2.0,1.5,54,0,University of Illinois Urbana-Champaign,0.15,US,CE/CS
919,106,2.0,7.7,41,99,Michigan State University,0.73,US,CE/CS
920,15,3.4,3.7,41,0,Auburn University.,0.84,US,CE/CS
921,315,1.2,5.0,79,43,Rutgers,0.89,US,CE/CS
922,168,3.7,4.9,92,25,University of Arizona,0.96,US,CE/CS
923,146,1.7,7.9,80,7,University of North Carolina at Chapel Hill,0.99,US,CE/CS
924,133,2.3,6.7,71,48,University of Kansas,0.75,US,CE/CS
925,79,2.5,3.7,23,94,Vanderbilt University,0.68,US,CE/CS
926,239,1.8,0.8,35,6,Michigan State University,0.89,US,CE/CS
927,339,3.9,1.0,28,57,University of California,0.36,US,CE/CS
928,12,1.6,1.9,32,53,Georgia Institute of Technology,0.69,US,CE/CS
929,329,1.7,8.7,31,65,Davis (UC Davis),0.61,US,CE/CS
930,30,3.3,4.6,11,66,Virginia Tech,0.61,US,CE/CS
931,10,2.9,5.0,26,98,Columbia University,0.21,US,CE/CS
932,207,1.3,3.9,86,70,San Francisco (UCSF),1.0,US,CE/CS
933,83,0.1,3.2,22,70,University of California,0.59,US,CE/CS
934,336,2.8,8.2,62,62,University of South Carolina,0.23,US,CE/CS
935,314,0.3,5.5,70,27,Brown University,0.86,US,CE/CS
936,217,0.4,3.1,51,79,Rice University,0.15,US,CE/CS
937,210,2.4,6.4,99,75,Auburn University.,0.63,US,CE/CS
938,339,3.3,3.7,58,35,University of Virginia,0.61,US,CE/CS
939,121,0.8,3.6,2,53,Duke University,0.31,US,CE/CS
940,203,1.2,2.6,81,20,Vanderbilt University,0.72,US,CE/CS
941,118,3.7,8.0,41,28,Boston University,0.33,US,CE/CS
942,107,0.6,1.7,49,9,University of Kansas,0.99,US,CE/CS
943,176,1.6,4.0,16,74,University of Maryland,0.43,US,CE/CS
944,56,0.2,0.5,76,96,University of Virginia,0.02,US,CE/CS
945,211,0.3,3.4,22,48,Davis (UC Davis),0.77,US,CE/CS
946,13,1.5,4.8,6,80,Davis (UC Davis),0.24,US,CE/CS
947,339,2.8,5.4,77,85,Berkeley,0.04,US,CE/CS
948,287,1.3,5.7,24,31,University of Michigan - Ann Arbor,0.79,US,CE/CS
949,157,2.2,7.6,60,63,San Diego (UCSD),0.73,US,CE/CS
950,85,1.6,8.9,26,85,Riverside,0.94,US,CE/CS
951,216,2.0,3.8,47,63,University of Colorado Boulder,0.77,US,CE/CS
952,30,3.4,5.9,54,98,Johns Hopkins University,0.93,US,CE/CS
953,148,1.5,0.9,55,23,Duke University,0.14,US,CE/CS
954,266,2.7,2.6,47,37,University of Kansas,0.96,US,CE/CS
955,98,2.2,8.6,24,78,University of Oregon,0.29,US,CE/CS
956,263,0.7,2.7,55,47,Johns Hopkins University,0.03,US,CE/CS
957,311,2.9,8.6,96,44,University of Florida,0.89,US,CE/CS
958,270,0.5,2.6,35,39,Auburn University.,0.36,US,CE/CS
959,231,3.2,6.5,59,0,University of Illinois Urbana-Champaign,0.31,US,CE/CS
960,8,2.6,7.3,26,86,Boston University,0.29,US,CE/CS
961,134,2.0,2.0,61,82,California Institute of Technology (Caltech),0.16,US,CE/CS
962,53,0.9,7.8,40,90,Irvine (UCI),0.58,US,CE/CS
963,248,1.0,5.5,71,43,University of Florida,0.36,US,CE/CS
964,337,3.5,1.2,61,95,Purdue University,0.6,US,CE/CS
965,180,2.7,6.4,33,96,University of Alabama,0.99,US,CE/CS
966,331,3.9,2.1,31,28,Purdue University,0.11,US,CE/CS
967,193,1.6,4.1,4,61,University of Wisconsin-Madison,0.04,US,CE/CS
968,130,1.1,9.0,38,93,Auburn University.,0.38,US,CE/CS
969,274,3.8,6.2,72,42,Swiss Federal Institute of Technology (ETH Zurich),0.29,US,CE/CS
970,312,2.7,5.4,94,98,Pennsylvania State University,0.2,US,CE/CS
971,313,2.5,7.7,65,52,University of Pennsylvania,0.61,US,CE/CS
972,271,0.9,3.6,29,3,University of Miami,0.49,US,CE/CS
973,100,1.3,4.4,7,89,University of Chicago,0.18,US,CE/CS
974,228,1.7,6.6,90,18,Irvine (UCI),0.28,US,CE/CS
975,118,1.9,1.5,3,77,University of North Carolina at Chapel Hill,0.29,US,CE/CS
976,280,0.2,1.6,43,10,Colorado State University,0.33,US,CE/CS
977,166,2.1,5.2,88,25,University of Oklahoma,0.85,US,CE/CS
978,166,2.1,7.9,59,37,Columbia University,0.63,US,CE/CS
979,235,1.8,3.8,84,96,George Washington University,0.48,US,CE/CS
980,295,2.2,5.7,60,92,University of California,0.45,US,CE/CS
981,158,1.0,1.6,12,16,Davis (UC Davis),0.26,US,CE/CS
982,6,2.2,2.7,63,57,Syracuse University,0.86,US,CE/CS
983,73,1.7,7.5,83,85,University of California,0.99,US,CE/CS
984,108,0.6,7.1,94,9,Vanderbilt University,0.83,US,CE/CS
985,115,1.0,4.8,43,99,Clemson University,0.52,US,CE/CS
986,242,2.0,3.2,35,54,Syracuse University,0.31,US,CE/CS
987,98,1.3,6.8,82,78,University of California,0.53,US,CE/CS
988,181,3.3,7.4,58,15,Washington University in St. Louis,0.31,US,CE/CS
989,296,3.3,5.2,47,31,University of Wisconsin-Madison,0.87,US,CE/CS
990,1,2.3,2.2,37,65,Swiss Federal Institute of Technology (ETH Zurich),0.71,US,CE/CS
991,117,1.5,3.8,76,64,Riverside,0.38,US,CE/CS
992,82,1.8,4.0,91,8,George Washington University,0.84,US,CE/CS
993,101,0.0,4.0,93,64,University of Florida,0.83,US,CE/CS
994,186,0.5,3.0,65,65,Berkeley,0.02,US,CE/CS
995,254,0.2,2.7,18,88,Irvine (UCI),0.94,US,CE/CS
996,301,0.9,7.3,4,66,University of Pennsylvania,0.5,US,CE/CS
997,232,1.5,2.3,64,24,University of Iowa,0.3,US,CE/CS
998,142,2.3,8.2,79,11,Florida State University,0.25,US,CE/CS
